2026-03-30 09:48:43 | INFO | P5 | === RUN START ===
2026-03-30 09:48:43 | INFO | P5 | project=CINTEL
2026-03-30 09:48:43 | INFO | P5 | repo_dir=cintel-04-rolling-monitoring
2026-03-30 09:48:43 | INFO | P5 | python=3.14.3
2026-03-30 09:48:43 | INFO | P5 | os=Windows 11
2026-03-30 09:48:43 | INFO | P5 | shell=powershell
2026-03-30 09:48:43 | INFO | P5 | cwd=.
2026-03-30 09:48:43 | INFO | P5 | github_actions=False
2026-03-30 09:48:43 | INFO | P5 | ========================
2026-03-30 09:48:43 | INFO | P5 | START main()
2026-03-30 09:48:43 | INFO | P5 | ========================
2026-03-30 09:48:43 | INFO | P5 | ROOT_DIR = .
2026-03-30 09:48:43 | INFO | P5 | DATA_FILE = data\system_metrics_timeseries_case.csv
2026-03-30 09:48:43 | INFO | P5 | OUTPUT_FILE = artifacts\rolling_metrics_case.csv
2026-03-30 09:48:43 | INFO | P5 | ARTIFACTS_DIR = artifacts
2026-03-30 09:48:43 | INFO | P5 | Loaded 15 time-series records
2026-03-30 09:48:43 | INFO | P5 | Sorted records by timestamp
2026-03-30 09:48:43 | INFO | P5 | Computed rolling mean signals
2026-03-30 09:48:43 | INFO | P5 | Wrote rolling monitoring file: C:\Repos\cintel-04-rolling-monitoring\artifacts\rolling_metrics_case.csv
2026-03-30 09:48:43 | INFO | P5 | ========================
2026-03-30 09:48:43 | INFO | P5 | Pipeline executed successfully!
2026-03-30 09:48:43 | INFO | P5 | ========================
2026-03-30 09:48:43 | INFO | P5 | END main()
2026-03-31 09:06:12 | INFO | P5 | === RUN START ===
2026-03-31 09:06:12 | INFO | P5 | project=CINTEL
2026-03-31 09:06:12 | INFO | P5 | repo_dir=cintel-04-rolling-monitoring
2026-03-31 09:06:12 | INFO | P5 | python=3.14.3
2026-03-31 09:06:12 | INFO | P5 | os=Windows 11
2026-03-31 09:06:12 | INFO | P5 | shell=powershell
2026-03-31 09:06:12 | INFO | P5 | cwd=.
2026-03-31 09:06:12 | INFO | P5 | github_actions=False
2026-03-31 09:06:12 | INFO | P5 | ========================
2026-03-31 09:06:12 | INFO | P5 | START main()
2026-03-31 09:06:12 | INFO | P5 | ========================
2026-03-31 09:06:12 | INFO | P5 | ROOT_DIR = .
2026-03-31 09:06:12 | INFO | P5 | DATA_FILE = data\system_metrics_timeseries_case.csv
2026-03-31 09:06:12 | INFO | P5 | OUTPUT_FILE = artifacts\rolling_metrics_miller.csv
2026-03-31 09:06:12 | INFO | P5 | ARTIFACTS_DIR = artifacts
2026-03-31 09:06:12 | INFO | P5 | Loaded 15 time-series records
2026-03-31 09:06:12 | INFO | P5 | Sorted records by timestamp
2026-03-31 09:06:12 | INFO | P5 | Computed rolling signals
2026-03-31 09:06:12 | INFO | P5 | Wrote rolling monitoring file: C:\Repos\cintel-04-rolling-monitoring\artifacts\rolling_metrics_miller.csv
2026-03-31 09:06:12 | INFO | P5 | ========================
2026-03-31 09:06:12 | INFO | P5 | Pipeline executed successfully!
2026-03-31 09:06:12 | INFO | P5 | ========================
2026-03-31 09:06:12 | INFO | P5 | END main()
2026-04-01 10:11:23 | INFO | P5 | === RUN START ===
2026-04-01 10:11:23 | INFO | P5 | project=CINTEL
2026-04-01 10:11:23 | INFO | P5 | repo_dir=cintel-04-rolling-monitoring
2026-04-01 10:11:23 | INFO | P5 | python=3.14.3
2026-04-01 10:11:23 | INFO | P5 | os=Windows 11
2026-04-01 10:11:23 | INFO | P5 | shell=powershell
2026-04-01 10:11:23 | INFO | P5 | cwd=.
2026-04-01 10:11:23 | INFO | P5 | github_actions=False
2026-04-01 10:11:23 | INFO | P5 | ========================
2026-04-01 10:11:23 | INFO | P5 | START main()
2026-04-01 10:11:23 | INFO | P5 | ========================
2026-04-01 10:11:23 | INFO | P5 | ROOT_DIR = .
2026-04-01 10:11:23 | INFO | P5 | DATA_FILE = data\transit_ridership.csv
2026-04-01 10:11:23 | INFO | P5 | OUTPUT_FILE = artifacts\rolling_metrics_transit_miller.csv
2026-04-01 10:11:23 | INFO | P5 | ARTIFACTS_DIR = artifacts
2026-04-01 10:11:23 | INFO | P5 | Loaded 35 time-series records
2026-04-01 10:11:23 | INFO | P5 | Sorted records by day
2026-04-01 10:11:23 | INFO | P5 | Computed rolling signals
2026-04-01 10:11:23 | INFO | P5 | Wrote rolling monitoring file: C:\Repos\cintel-04-rolling-monitoring\artifacts\rolling_metrics_transit_miller.csv
2026-04-01 10:11:23 | INFO | P5 | ========================
2026-04-01 10:11:23 | INFO | P5 | Pipeline executed successfully!
2026-04-01 10:11:23 | INFO | P5 | ========================
2026-04-01 10:11:23 | INFO | P5 | END main()
2026-04-01 10:23:38 | INFO | P5 | === RUN START ===
2026-04-01 10:23:38 | INFO | P5 | project=CINTEL
2026-04-01 10:23:38 | INFO | P5 | repo_dir=cintel-04-rolling-monitoring
2026-04-01 10:23:38 | INFO | P5 | python=3.14.3
2026-04-01 10:23:38 | INFO | P5 | os=Windows 11
2026-04-01 10:23:38 | INFO | P5 | shell=powershell
2026-04-01 10:23:38 | INFO | P5 | cwd=.
2026-04-01 10:23:38 | INFO | P5 | github_actions=False
2026-04-01 10:23:38 | INFO | P5 | ========================
2026-04-01 10:23:38 | INFO | P5 | START main()
2026-04-01 10:23:38 | INFO | P5 | ========================
2026-04-01 10:23:38 | INFO | P5 | ROOT_DIR = .
2026-04-01 10:23:38 | INFO | P5 | DATA_FILE = data\transit_ridership.csv
2026-04-01 10:23:38 | INFO | P5 | OUTPUT_FILE = artifacts\rolling_metrics_transit_miller.csv
2026-04-01 10:23:38 | INFO | P5 | ARTIFACTS_DIR = artifacts
2026-04-01 10:23:38 | INFO | P5 | Loaded 35 time-series records
2026-04-01 10:23:38 | INFO | P5 | Sorted records by day
2026-04-01 10:23:38 | INFO | P5 | Computed rolling signals
2026-04-01 10:23:38 | INFO | P5 | Wrote rolling monitoring file: C:\Repos\cintel-04-rolling-monitoring\artifacts\rolling_metrics_transit_miller.csv
2026-04-01 10:23:38 | INFO | P5 | ========================
2026-04-01 10:23:38 | INFO | P5 | Pipeline executed successfully!
2026-04-01 10:23:38 | INFO | P5 | ========================
2026-04-01 10:24:24 | INFO | P5 | END main()
2026-04-02 10:18:17 | INFO | P5 | === RUN START ===
2026-04-02 10:18:17 | INFO | P5 | project=CINTEL
2026-04-02 10:18:17 | INFO | P5 | repo_dir=cintel-04-rolling-monitoring
2026-04-02 10:18:17 | INFO | P5 | python=3.14.3
2026-04-02 10:18:17 | INFO | P5 | os=Windows 11
2026-04-02 10:18:17 | INFO | P5 | shell=powershell
2026-04-02 10:18:17 | INFO | P5 | cwd=.
2026-04-02 10:18:17 | INFO | P5 | github_actions=False
2026-04-02 10:18:17 | INFO | P5 | ========================
2026-04-02 10:18:17 | INFO | P5 | START main()
2026-04-02 10:18:17 | INFO | P5 | ========================
2026-04-02 10:18:17 | INFO | P5 | ROOT_DIR = .
2026-04-02 10:18:17 | INFO | P5 | DATA_FILE = data\transit_ridership.csv
2026-04-02 10:18:17 | INFO | P5 | OUTPUT_FILE = artifacts\rolling_metrics_transit_miller.csv
2026-04-02 10:18:17 | INFO | P5 | ARTIFACTS_DIR = artifacts
2026-04-02 10:18:17 | INFO | P5 | Loaded 35 time-series records
2026-04-02 10:18:17 | INFO | P5 | Sorted records by day
2026-04-02 10:18:17 | INFO | P5 | Computed rolling signals
2026-04-02 10:18:17 | INFO | P5 | Wrote rolling monitoring file: C:\Repos\cintel-04-rolling-monitoring\artifacts\rolling_metrics_transit_miller.csv
2026-04-02 10:18:17 | INFO | P5 | ========================
2026-04-02 10:18:17 | INFO | P5 | Pipeline executed successfully!
2026-04-02 10:18:17 | INFO | P5 | ========================
2026-04-02 10:18:22 | INFO | P5 | END main()
